location_id,on_date,min_temp_c,max_temp_c,precip_mm,conditions,source
56,2025-10-24,21.9,29.4,16.0,Moderate rain,Open-Meteo
56,2025-10-25,21.4,28.6,2.0,Moderate drizzle,Open-Meteo
56,2025-10-26,21.4,26.3,20.7,Moderate rain,Open-Meteo
57,2025-10-20,6.7,13.1,0.0,Cloudy,Open-Meteo
57,2025-10-21,6.0,13.9,0.0,Cloudy,Open-Meteo
57,2025-10-22,7.3,15.5,0.0,Cloudy,Open-Meteo
57,2025-10-23,7.7,15.7,0.0,Cloudy,Open-Meteo
57,2025-10-24,9.9,15.2,1.2,Moderate drizzle,Open-Meteo
57,2025-10-25,9.9,13.0,2.1,Moderate drizzle,Open-Meteo
57,2025-10-26,6.0,15.4,0.1,Light drizzle,Open-Meteo
58,2025-10-20,9.5,19.8,0.9,Light drizzle,Open-Meteo
58,2025-10-21,9.8,19.6,0.8,Light drizzle,Open-Meteo
58,2025-10-22,11.1,20.6,0.4,Light drizzle,Open-Meteo
58,2025-10-23,10.2,20.2,6.6,Moderate rain,Open-Meteo
58,2025-10-24,11.5,19.3,4.2,Unknown,Open-Meteo
58,2025-10-25,10.5,19.7,0.4,Light drizzle,Open-Meteo
58,2025-10-26,9.5,19.0,0.5,Light drizzle,Open-Meteo
59,2025-10-20,24.6,36.0,0.0,Partly cloudy,Open-Meteo
59,2025-10-21,26.4,35.5,0.0,Partly cloudy,Open-Meteo
59,2025-10-22,25.9,35.6,0.0,Mainly clear,Open-Meteo
59,2025-10-23,26.0,35.4,0.0,Mainly clear,Open-Meteo
59,2025-10-24,27.3,35.1,0.4,Light drizzle,Open-Meteo
59,2025-10-25,24.4,34.2,3.1,Light rain,Open-Meteo
59,2025-10-26,23.7,28.1,23.3,Unknown,Open-Meteo
60,2025-10-20,-1.6,6.8,0.0,Clear,Open-Meteo
60,2025-10-21,-1.9,7.0,0.0,Cloudy,Open-Meteo
60,2025-10-22,-1.7,8.2,0.0,Clear,Open-Meteo
60,2025-10-23,-0.4,8.8,0.0,Clear,Open-Meteo
60,2025-10-24,1.3,9.3,0.0,Cloudy,Open-Meteo
60,2025-10-25,1.7,13.5,0.0,Cloudy,Open-Meteo
60,2025-10-26,-1.5,7.0,0.0,Cloudy,Open-Meteo
61,2025-10-20,22.8,30.1,0.4,Light drizzle,Open-Meteo
61,2025-10-21,22.2,30.4,5.4,Moderate rain,Open-Meteo
61,2025-10-22,23.6,31.1,1.0,Light drizzle,Open-Meteo
61,2025-10-23,24.3,31.1,0.4,Light drizzle,Open-Meteo
61,2025-10-24,23.4,30.1,1.4,Light drizzle,Open-Meteo
61,2025-10-25,22.5,30.6,0.2,Light drizzle,Open-Meteo
61,2025-10-26,23.3,31.8,1.6,Moderate drizzle,Open-Meteo
62,2025-10-20,27.8,38.7,0.0,Clear,Open-Meteo
62,2025-10-21,25.0,38.3,0.0,Clear,Open-Meteo
62,2025-10-22,26.3,37.6,0.0,Cloudy,Open-Meteo
62,2025-10-23,28.2,36.6,0.0,Cloudy,Open-Meteo
62,2025-10-24,26.3,39.2,0.0,Cloudy,Open-Meteo
62,2025-10-25,26.6,38.7,0.0,Cloudy,Open-Meteo
62,2025-10-26,24.9,38.3,0.0,Clear,Open-Meteo
63,2025-10-20,8.5,14.3,2.7,Light rain,Open-Meteo
63,2025-10-21,7.9,18.2,0.1,Light drizzle,Open-Meteo
63,2025-10-22,8.5,21.2,0.0,Clear,Open-Meteo
63,2025-10-23,9.5,25.6,0.0,Clear,Open-Meteo
63,2025-10-24,13.7,28.4,0.0,Cloudy,Open-Meteo
63,2025-10-25,14.9,28.2,0.0,Cloudy,Open-Meteo
63,2025-10-26,16.0,29.4,0.0,Cloudy,Open-Meteo
64,2025-10-20,8.5,11.6,7.0,Light rain,Open-Meteo
64,2025-10-21,5.7,13.2,0.5,Light drizzle,Open-Meteo
64,2025-10-22,6.6,16.7,0.0,Cloudy,Open-Meteo
64,2025-10-23,7.5,17.9,0.0,Clear,Open-Meteo
64,2025-10-24,10.4,18.3,0.0,Cloudy,Open-Meteo
64,2025-10-25,10.0,15.4,5.4,Light rain,Open-Meteo
64,2025-10-26,8.0,17.9,0.0,Cloudy,Open-Meteo
65,2025-10-20,19.9,29.8,1.2,Light drizzle,Open-Meteo
65,2025-10-21,16.0,21.2,18.9,Moderate rain,Open-Meteo
65,2025-10-22,14.9,17.0,10.1,Unknown,Open-Meteo
65,2025-10-23,16.3,21.6,0.8,Light drizzle,Open-Meteo
65,2025-10-24,19.7,24.7,0.0,Cloudy,Open-Meteo
65,2025-10-25,21.1,27.4,0.0,Cloudy,Open-Meteo
65,2025-10-26,20.0,29.3,0.0,Cloudy,Open-Meteo
66,2025-10-20,13.6,19.4,14.1,Light rain,Open-Meteo
66,2025-10-21,12.6,14.5,3.9,Moderate drizzle,Open-Meteo
66,2025-10-22,13.0,14.9,0.6,Light drizzle,Open-Meteo
66,2025-10-23,13.6,20.1,0.0,Cloudy,Open-Meteo
66,2025-10-24,14.0,22.1,0.0,Cloudy,Open-Meteo
66,2025-10-25,15.8,23.9,0.0,Clear,Open-Meteo
66,2025-10-26,14.9,23.4,0.0,Cloudy,Open-Meteo
67,2025-10-20,7.1,12.2,0.0,Cloudy,Open-Meteo
67,2025-10-21,5.4,14.8,0.0,Cloudy,Open-Meteo
67,2025-10-22,7.2,16.1,0.0,Partly cloudy,Open-Meteo
67,2025-10-23,8.7,17.1,0.0,Cloudy,Open-Meteo
67,2025-10-24,10.7,16.7,2.5,Moderate drizzle,Open-Meteo
67,2025-10-25,8.8,13.0,2.7,Light drizzle,Open-Meteo
67,2025-10-26,7.6,17.4,0.0,Cloudy,Open-Meteo
68,2025-10-20,1.9,10.4,0.0,Cloudy,Open-Meteo
68,2025-10-21,3.3,12.6,0.0,Cloudy,Open-Meteo
68,2025-10-22,6.0,13.6,0.8,Moderate drizzle,Open-Meteo
68,2025-10-23,7.9,14.1,0.0,Cloudy,Open-Meteo
68,2025-10-24,8.2,14.1,0.0,Cloudy,Open-Meteo
68,2025-10-25,7.4,16.9,1.1,Moderate drizzle,Open-Meteo
68,2025-10-26,2.9,12.6,0.0,Clear,Open-Meteo
69,2025-10-20,23.3,33.8,0.0,Clear,Open-Meteo
69,2025-10-21,23.3,33.3,0.0,Clear,Open-Meteo
69,2025-10-22,22.4,33.0,0.0,Clear,Open-Meteo
69,2025-10-23,21.5,32.4,0.0,Clear,Open-Meteo
69,2025-10-24,21.1,32.8,0.0,Clear,Open-Meteo
69,2025-10-25,21.9,33.6,0.0,Clear,Open-Meteo
69,2025-10-26,21.9,33.7,0.0,Clear,Open-Meteo
70,2025-10-20,9.7,26.6,0.0,Mainly clear,Open-Meteo
70,2025-10-21,12.7,22.4,0.0,Cloudy,Open-Meteo
70,2025-10-22,11.5,27.5,0.0,Cloudy,Open-Meteo
70,2025-10-23,10.9,19.3,0.0,Cloudy,Open-Meteo
70,2025-10-24,10.1,20.5,1.4,Light rain,Open-Meteo
70,2025-10-25,8.5,22.9,0.1,Light drizzle,Open-Meteo
70,2025-10-26,11.1,26.0,0.0,Cloudy,Open-Meteo
71,2025-10-20,7.7,11.3,7.4,Unknown,Open-Meteo
71,2025-10-21,5.5,12.8,0.0,Cloudy,Open-Meteo
71,2025-10-22,7.4,16.1,0.0,Mainly clear,Open-Meteo
71,2025-10-23,7.7,17.5,0.0,Clear,Open-Meteo
71,2025-10-24,10.1,17.9,1.3,Moderate drizzle,Open-Meteo
71,2025-10-25,8.3,13.4,3.5,Unknown,Open-Meteo
71,2025-10-26,8.6,18.7,0.0,Cloudy,Open-Meteo
72,2025-10-20,20.7,29.0,0.0,Cloudy,Open-Meteo
72,2025-10-21,18.1,25.8,0.0,Cloudy,Open-Meteo
72,2025-10-22,16.8,20.4,0.6,Light drizzle,Open-Meteo
72,2025-10-23,16.0,19.7,6.6,Unknown,Open-Meteo
72,2025-10-24,18.9,26.0,0.0,Cloudy,Open-Meteo
72,2025-10-25,20.6,27.5,0.0,Cloudy,Open-Meteo
72,2025-10-26,20.5,28.9,0.0,Cloudy,Open-Meteo
73,2025-10-20,25.9,33.2,2.4,Light rain,Open-Meteo
73,2025-10-21,23.5,32.5,12.1,Unknown,Open-Meteo
73,2025-10-22,24.7,31.6,1.5,Light drizzle,Open-Meteo
73,2025-10-23,25.5,32.5,0.2,Light drizzle,Open-Meteo
73,2025-10-24,24.7,32.2,1.0,Light drizzle,Open-Meteo
73,2025-10-25,25.3,32.5,0.2,Light drizzle,Open-Meteo
73,2025-10-26,22.8,33.6,5.0,Moderate rain,Open-Meteo
74,2025-10-20,10.9,14.7,2.1,Moderate drizzle,Open-Meteo
74,2025-10-21,11.5,14.4,1.9,Light drizzle,Open-Meteo
74,2025-10-22,11.5,17.2,0.0,Cloudy,Open-Meteo
74,2025-10-23,11.2,18.8,0.0,Cloudy,Open-Meteo
74,2025-10-24,11.0,18.9,0.0,Cloudy,Open-Meteo
74,2025-10-25,11.7,18.1,3.6,Light rain,Open-Meteo
74,2025-10-26,9.9,17.4,0.0,Cloudy,Open-Meteo
75,2025-10-20,9.8,15.9,3.7,Moderate drizzle,Open-Meteo
75,2025-10-21,8.8,13.9,1.0,Light drizzle,Open-Meteo
75,2025-10-22,7.9,15.9,0.0,Cloudy,Open-Meteo
75,2025-10-23,7.7,16.4,0.0,Cloudy,Open-Meteo
75,2025-10-24,8.6,15.7,2.2,Light drizzle,Open-Meteo
75,2025-10-25,8.5,12.0,2.9,Moderate drizzle,Open-Meteo
75,2025-10-26,8.5,12.5,2.4,Moderate drizzle,Open-Meteo
76,2025-10-20,4.4,10.1,0.0,Cloudy,Open-Meteo
76,2025-10-21,4.0,12.0,0.0,Mainly clear,Open-Meteo
76,2025-10-22,5.5,13.5,0.0,Cloudy,Open-Meteo
76,2025-10-23,7.0,13.6,0.0,Cloudy,Open-Meteo
76,2025-10-24,8.0,15.3,0.0,Cloudy,Open-Meteo
76,2025-10-25,8.6,17.5,0.0,Cloudy,Open-Meteo
76,2025-10-26,3.8,14.6,0.0,Mainly clear,Open-Meteo
77,2025-10-20,11.6,16.2,0.4,Light drizzle,Open-Meteo
77,2025-10-21,11.0,13.4,0.4,Light drizzle,Open-Meteo
77,2025-10-22,11.4,16.5,0.0,Cloudy,Open-Meteo
77,2025-10-23,12.3,20.0,0.0,Cloudy,Open-Meteo
77,2025-10-24,13.8,21.9,0.0,Cloudy,Open-Meteo
77,2025-10-25,13.2,22.0,0.0,Cloudy,Open-Meteo
77,2025-10-26,12.3,20.2,0.0,Cloudy,Open-Meteo
78,2025-10-20,10.5,14.8,0.3,Light drizzle,Open-Meteo
78,2025-10-21,10.0,12.2,0.0,Cloudy,Open-Meteo
78,2025-10-22,10.7,15.5,0.0,Cloudy,Open-Meteo
78,2025-10-23,12.2,18.7,0.0,Cloudy,Open-Meteo
78,2025-10-24,12.6,19.9,0.0,Cloudy,Open-Meteo
78,2025-10-25,11.4,19.4,0.0,Cloudy,Open-Meteo
78,2025-10-26,10.7,20.1,0.0,Cloudy,Open-Meteo
79,2025-10-20,24.9,32.7,25.0,Moderate rain,Open-Meteo
79,2025-10-21,24.6,29.8,24.7,Unknown,Open-Meteo
79,2025-10-22,24.5,31.7,6.1,Moderate rain,Open-Meteo
79,2025-10-23,24.3,32.7,1.1,Moderate drizzle,Open-Meteo
79,2025-10-24,24.0,32.7,1.9,Unknown,Open-Meteo
79,2025-10-25,24.7,32.8,0.1,Light drizzle,Open-Meteo
79,2025-10-26,23.7,33.4,5.0,Light rain,Open-Meteo
80,2025-10-20,25.8,33.0,0.5,Light drizzle,Open-Meteo
80,2025-10-21,25.5,35.5,0.0,Cloudy,Open-Meteo
80,2025-10-22,26.5,34.4,0.1,Light drizzle,Open-Meteo
80,2025-10-23,26.8,35.7,0.0,Cloudy,Open-Meteo
80,2025-10-24,27.2,34.7,0.3,Light drizzle,Open-Meteo
80,2025-10-25,24.1,32.2,43.0,Unknown,Open-Meteo
80,2025-10-26,24.1,28.1,32.6,Moderate rain,Open-Meteo
81,2025-10-20,21.1,26.9,17.1,Unknown,Open-Meteo
81,2025-10-21,20.7,25.4,0.0,Cloudy,Open-Meteo
81,2025-10-22,21.0,25.8,0.5,Moderate drizzle,Open-Meteo
81,2025-10-23,19.1,25.4,5.1,Light rain,Open-Meteo
81,2025-10-24,20.8,26.4,0.1,Light drizzle,Open-Meteo
81,2025-10-25,22.8,28.5,0.0,Cloudy,Open-Meteo
81,2025-10-26,21.1,29.9,0.0,Cloudy,Open-Meteo
82,2025-10-20,15.0,21.3,0.1,Light drizzle,Open-Meteo
82,2025-10-21,13.2,16.1,4.2,Moderate drizzle,Open-Meteo
82,2025-10-22,13.4,18.8,0.0,Cloudy,Open-Meteo
82,2025-10-23,13.0,25.0,0.0,Cloudy,Open-Meteo
82,2025-10-24,13.8,22.4,0.0,Partly cloudy,Open-Meteo
82,2025-10-25,15.8,23.0,0.0,Cloudy,Open-Meteo
82,2025-10-26,16.0,22.2,0.0,Cloudy,Open-Meteo
83,2025-10-20,9.6,13.1,6.8,Light rain,Open-Meteo
83,2025-10-21,9.0,12.1,0.7,Light drizzle,Open-Meteo
83,2025-10-22,6.3,14.4,0.0,Cloudy,Open-Meteo
83,2025-10-23,8.2,14.0,0.0,Cloudy,Open-Meteo
83,2025-10-24,10.4,16.1,0.2,Light drizzle,Open-Meteo
83,2025-10-25,11.4,14.5,2.1,Moderate drizzle,Open-Meteo
83,2025-10-26,11.9,15.8,2.4,Moderate drizzle,Open-Meteo
84,2025-10-20,15.3,21.0,0.0,Cloudy,Open-Meteo
84,2025-10-21,13.8,22.0,1.5,Moderate drizzle,Open-Meteo
84,2025-10-22,14.9,21.3,0.1,Light drizzle,Open-Meteo
84,2025-10-23,16.3,22.7,0.7,Light drizzle,Open-Meteo
84,2025-10-24,14.3,21.3,0.7,Light drizzle,Open-Meteo
84,2025-10-25,14.6,21.0,0.9,Light drizzle,Open-Meteo
84,2025-10-26,10.5,17.8,0.9,Light drizzle,Open-Meteo
85,2025-10-20,20.3,30.5,0.0,Cloudy,Open-Meteo
85,2025-10-21,21.0,32.1,0.0,Cloudy,Open-Meteo
85,2025-10-22,21.4,33.7,0.0,Clear,Open-Meteo
85,2025-10-23,21.8,34.9,0.0,Clear,Open-Meteo
85,2025-10-24,21.2,34.3,0.0,Mainly clear,Open-Meteo
85,2025-10-25,22.3,34.8,0.0,Cloudy,Open-Meteo
85,2025-10-26,21.2,31.5,0.0,Clear,Open-Meteo
86,2025-10-20,21.3,31.1,0.0,Cloudy,Open-Meteo
86,2025-10-21,18.8,26.7,2.7,Light rain,Open-Meteo
86,2025-10-22,16.2,21.2,0.4,Light drizzle,Open-Meteo
86,2025-10-23,17.0,21.4,3.6,Moderate drizzle,Open-Meteo
86,2025-10-24,19.0,26.9,0.0,Cloudy,Open-Meteo
86,2025-10-25,20.6,27.9,0.0,Cloudy,Open-Meteo
86,2025-10-26,20.4,29.3,0.0,Cloudy,Open-Meteo
87,2025-10-20,24.0,29.4,14.0,Moderate rain,Open-Meteo
87,2025-10-21,24.2,29.6,1.7,Moderate drizzle,Open-Meteo
87,2025-10-22,24.7,29.7,0.0,Partly cloudy,Open-Meteo
87,2025-10-23,24.2,29.9,0.0,Clear,Open-Meteo
87,2025-10-24,26.1,29.8,0.1,Light drizzle,Open-Meteo
87,2025-10-25,24.6,28.2,6.1,Unknown,Open-Meteo
87,2025-10-26,24.2,28.0,6.9,Unknown,Open-Meteo
88,2025-10-20,7.7,12.0,11.2,Light rain,Open-Meteo
88,2025-10-21,6.7,12.4,0.0,Cloudy,Open-Meteo
88,2025-10-22,7.1,16.2,0.0,Clear,Open-Meteo
88,2025-10-23,7.9,17.4,0.0,Mainly clear,Open-Meteo
88,2025-10-24,9.8,16.8,0.1,Light drizzle,Open-Meteo
88,2025-10-25,9.2,14.2,3.3,Unknown,Open-Meteo
88,2025-10-26,8.3,18.0,0.0,Cloudy,Open-Meteo
89,2025-10-20,16.9,32.4,0.0,Cloudy,Open-Meteo
89,2025-10-21,23.0,33.6,0.9,Moderate drizzle,Open-Meteo
89,2025-10-22,18.4,28.3,0.2,Light drizzle,Open-Meteo
89,2025-10-23,18.4,30.0,0.2,Light drizzle,Open-Meteo
89,2025-10-24,21.4,29.3,0.5,Light drizzle,Open-Meteo
89,2025-10-25,19.0,25.7,42.3,Unknown,Open-Meteo
89,2025-10-26,18.2,26.2,13.1,Moderate rain,Open-Meteo
90,2025-10-20,24.2,31.6,2.8,Light rain,Open-Meteo
90,2025-10-21,24.4,31.6,2.2,Light rain,Open-Meteo
90,2025-10-22,24.1,29.8,4.2,Light rain,Open-Meteo
90,2025-10-23,25.0,31.1,9.7,Moderate rain,Open-Meteo
90,2025-10-24,24.4,32.5,7.4,Moderate rain,Open-Meteo
90,2025-10-25,24.5,31.0,0.0,Cloudy,Open-Meteo
90,2025-10-26,26.3,31.8,0.1,Light drizzle,Open-Meteo
91,2025-10-20,21.5,32.1,0.0,Clear,Open-Meteo
91,2025-10-21,23.2,32.1,3.7,Light rain,Open-Meteo
91,2025-10-22,24.3,32.5,0.3,Light drizzle,Open-Meteo
91,2025-10-23,23.9,33.2,0.0,Cloudy,Open-Meteo
91,2025-10-24,23.5,33.5,0.0,Cloudy,Open-Meteo
91,2025-10-25,23.9,31.5,0.2,Light drizzle,Open-Meteo
91,2025-10-26,23.9,30.0,0.2,Light drizzle,Open-Meteo
92,2025-10-20,10.6,16.4,2.2,Moderate drizzle,Open-Meteo
92,2025-10-21,9.2,15.2,0.2,Light drizzle,Open-Meteo
92,2025-10-22,9.1,18.1,0.0,Cloudy,Open-Meteo
92,2025-10-23,9.8,18.4,0.0,Clear,Open-Meteo
92,2025-10-24,12.3,18.5,0.0,Cloudy,Open-Meteo
92,2025-10-25,12.0,18.1,0.3,Light drizzle,Open-Meteo
92,2025-10-26,12.3,18.2,0.0,Cloudy,Open-Meteo
93,2025-10-20,4.3,8.6,0.0,Cloudy,Open-Meteo
93,2025-10-21,4.9,9.8,0.0,Mainly clear,Open-Meteo
93,2025-10-22,6.0,11.3,0.0,Cloudy,Open-Meteo
93,2025-10-23,5.4,11.3,0.0,Cloudy,Open-Meteo
93,2025-10-24,7.2,11.9,0.0,Cloudy,Open-Meteo
93,2025-10-25,10.9,16.4,0.0,Cloudy,Open-Meteo
93,2025-10-26,4.1,10.6,0.0,Cloudy,Open-Meteo
94,2025-10-20,6.6,15.8,0.0,Cloudy,Open-Meteo
94,2025-10-21,3.3,17.1,0.0,Cloudy,Open-Meteo
94,2025-10-22,6.3,18.8,0.7,Light drizzle,Open-Meteo
94,2025-10-23,8.6,18.1,3.1,Light rain,Open-Meteo
94,2025-10-24,10.9,19.8,1.9,Moderate drizzle,Open-Meteo
94,2025-10-25,10.5,20.1,7.8,Light rain,Open-Meteo
94,2025-10-26,9.4,17.3,0.1,Light drizzle,Open-Meteo
95,2025-10-20,13.4,31.3,0.0,Clear,Open-Meteo
95,2025-10-21,18.6,28.9,0.0,Clear,Open-Meteo
95,2025-10-22,11.2,26.9,0.0,Clear,Open-Meteo
95,2025-10-23,15.7,25.7,6.8,Moderate rain,Open-Meteo
95,2025-10-24,17.9,25.3,6.4,Light rain,Open-Meteo
95,2025-10-25,18.2,23.2,28.4,Unknown,Open-Meteo
95,2025-10-26,15.2,23.4,0.0,Cloudy,Open-Meteo
96,2025-10-20,7.7,12.1,0.0,Cloudy,Open-Meteo
96,2025-10-21,7.2,14.0,0.0,Cloudy,Open-Meteo
96,2025-10-22,7.8,14.4,0.0,Cloudy,Open-Meteo
96,2025-10-23,8.1,15.7,0.0,Cloudy,Open-Meteo
96,2025-10-24,8.7,15.6,0.0,Cloudy,Open-Meteo
96,2025-10-25,10.6,14.8,2.5,Light drizzle,Open-Meteo
96,2025-10-26,7.6,15.6,0.2,Light drizzle,Open-Meteo
97,2025-10-20,19.1,29.3,0.0,Partly cloudy,Open-Meteo
97,2025-10-21,16.1,25.4,0.0,Cloudy,Open-Meteo
97,2025-10-22,15.1,20.5,5.2,Light rain,Open-Meteo
97,2025-10-23,16.6,22.0,1.9,Light rain,Open-Meteo
97,2025-10-24,17.0,26.7,0.0,Cloudy,Open-Meteo
97,2025-10-25,19.0,27.8,0.0,Cloudy,Open-Meteo
97,2025-10-26,17.5,28.5,0.0,Cloudy,Open-Meteo
98,2025-10-20,4.3,12.3,0.0,Cloudy,Open-Meteo
98,2025-10-21,5.3,12.9,0.0,Clear,Open-Meteo
98,2025-10-22,7.4,15.1,0.0,Cloudy,Open-Meteo
98,2025-10-23,7.3,15.3,0.0,Cloudy,Open-Meteo
98,2025-10-24,9.1,16.3,0.1,Light drizzle,Open-Meteo
98,2025-10-25,7.9,15.0,0.0,Cloudy,Open-Meteo
98,2025-10-26,5.1,15.5,0.0,Cloudy,Open-Meteo
99,2025-10-20,21.9,30.4,0.6,Moderate drizzle,Open-Meteo
99,2025-10-21,23.8,30.3,0.8,Moderate drizzle,Open-Meteo
99,2025-10-22,23.2,29.6,10.1,Moderate rain,Open-Meteo
99,2025-10-23,23.0,28.5,10.3,Moderate rain,Open-Meteo
99,2025-10-24,23.2,28.1,7.7,Moderate rain,Open-Meteo
99,2025-10-25,22.9,28.3,2.3,Moderate drizzle,Open-Meteo
99,2025-10-26,22.9,30.7,1.7,Moderate drizzle,Open-Meteo
100,2025-10-20,12.3,20.5,8.3,Moderate rain,Open-Meteo
100,2025-10-21,10.4,16.1,2.7,Unknown,Open-Meteo
100,2025-10-22,7.1,16.3,0.1,Light drizzle,Open-Meteo
100,2025-10-23,8.0,17.0,0.0,Cloudy,Open-Meteo
100,2025-10-24,8.7,18.5,0.1,Light drizzle,Open-Meteo
100,2025-10-25,11.6,20.0,2.4,Moderate drizzle,Open-Meteo
100,2025-10-26,10.3,18.7,8.7,Light rain,Open-Meteo
101,2025-10-20,5.4,12.2,0.0,Cloudy,Open-Meteo
101,2025-10-21,4.9,13.2,0.0,Cloudy,Open-Meteo
101,2025-10-22,7.2,15.0,0.0,Cloudy,Open-Meteo
101,2025-10-23,9.4,14.7,0.0,Cloudy,Open-Meteo
101,2025-10-24,10.1,15.5,3.8,Moderate drizzle,Open-Meteo
101,2025-10-25,8.1,15.4,0.0,Cloudy,Open-Meteo
101,2025-10-26,6.5,17.9,0.0,Cloudy,Open-Meteo
102,2025-10-20,10.4,19.4,1.5,Light drizzle,Open-Meteo
102,2025-10-21,11.5,19.5,1.2,Light drizzle,Open-Meteo
102,2025-10-22,9.8,20.5,0.0,Cloudy,Open-Meteo
102,2025-10-23,8.2,20.8,0.0,Cloudy,Open-Meteo
102,2025-10-24,8.1,21.6,0.0,Cloudy,Open-Meteo
102,2025-10-25,8.8,20.7,0.0,Cloudy,Open-Meteo
102,2025-10-26,9.0,22.6,0.0,Cloudy,Open-Meteo
103,2025-10-20,12.9,20.2,3.4,Light rain,Open-Meteo
103,2025-10-21,8.4,21.5,0.0,Mainly clear,Open-Meteo
103,2025-10-22,12.4,18.2,2.7,Unknown,Open-Meteo
103,2025-10-23,9.6,15.9,0.2,Light drizzle,Open-Meteo
103,2025-10-24,6.3,15.7,0.0,Cloudy,Open-Meteo
103,2025-10-25,5.6,16.5,0.0,Cloudy,Open-Meteo
103,2025-10-26,6.7,16.0,0.0,Cloudy,Open-Meteo
104,2025-10-20,10.2,15.8,11.5,Light rain,Open-Meteo
104,2025-10-21,4.2,15.1,0.6,Light drizzle,Open-Meteo
104,2025-10-22,5.3,11.3,1.8,Moderate drizzle,Open-Meteo
104,2025-10-23,5.7,11.4,8.5,Moderate rain,Open-Meteo
104,2025-10-24,4.5,10.2,0.0,Cloudy,Open-Meteo
104,2025-10-25,1.4,11.1,0.1,Light drizzle,Open-Meteo
104,2025-10-26,-1.1,7.8,0.0,Partly cloudy,Open-Meteo
105,2025-10-20,6.3,10.8,0.3,Light drizzle,Open-Meteo
105,2025-10-21,5.7,13.2,0.0,Cloudy,Open-Meteo
105,2025-10-22,7.3,14.5,0.0,Cloudy,Open-Meteo
105,2025-10-23,8.8,15.3,0.0,Cloudy,Open-Meteo
105,2025-10-24,10.1,14.5,3.7,Unknown,Open-Meteo
105,2025-10-25,9.3,14.6,0.3,Light drizzle,Open-Meteo
105,2025-10-26,7.9,18.1,0.0,Cloudy,Open-Meteo
106,2025-10-20,12.0,17.8,15.2,Light rain,Open-Meteo
106,2025-10-21,12.1,17.2,1.2,Light drizzle,Open-Meteo
106,2025-10-22,14.5,18.2,0.1,Light drizzle,Open-Meteo
106,2025-10-23,13.5,18.1,1.3,Light drizzle,Open-Meteo
106,2025-10-24,12.0,15.9,3.3,Moderate drizzle,Open-Meteo
106,2025-10-25,12.1,17.8,0.3,Light drizzle,Open-Meteo
106,2025-10-26,12.4,18.4,0.8,Light drizzle,Open-Meteo
107,2025-10-20,4.7,12.6,0.0,Cloudy,Open-Meteo
107,2025-10-21,6.1,12.6,0.0,Mainly clear,Open-Meteo
107,2025-10-22,8.5,14.4,0.0,Cloudy,Open-Meteo
107,2025-10-23,8.3,15.7,0.0,Cloudy,Open-Meteo
107,2025-10-24,9.5,16.0,0.0,Cloudy,Open-Meteo
107,2025-10-25,9.0,14.6,0.0,Cloudy,Open-Meteo
107,2025-10-26,5.4,15.1,0.0,Cloudy,Open-Meteo
108,2025-10-20,19.3,32.9,0.0,Clear,Open-Meteo
108,2025-10-21,21.2,33.0,0.0,Clear,Open-Meteo
108,2025-10-22,22.5,34.4,0.0,Clear,Open-Meteo
108,2025-10-23,20.4,33.1,0.0,Clear,Open-Meteo
108,2025-10-24,19.7,32.0,0.0,Cloudy,Open-Meteo
108,2025-10-25,19.5,33.1,0.0,Clear,Open-Meteo
108,2025-10-26,21.0,30.5,0.0,Cloudy,Open-Meteo
109,2025-10-20,0.6,7.1,0.2,Light drizzle,Open-Meteo
109,2025-10-21,1.2,8.1,0.0,Cloudy,Open-Meteo
109,2025-10-22,0.1,5.5,0.0,Cloudy,Open-Meteo
109,2025-10-23,2.6,7.1,6.5,Moderate rain,Open-Meteo
109,2025-10-24,4.3,8.3,1.8,Light drizzle,Open-Meteo
109,2025-10-25,8.3,11.8,0.0,Cloudy,Open-Meteo
109,2025-10-26,6.3,10.2,5.5,Light rain,Open-Meteo
110,2025-10-20,22.4,29.6,0.3,Light drizzle,Open-Meteo
110,2025-10-21,19.1,25.3,1.9,Light drizzle,Open-Meteo
110,2025-10-22,18.2,21.5,1.4,Light drizzle,Open-Meteo
110,2025-10-23,19.2,25.6,0.0,Cloudy,Open-Meteo
110,2025-10-24,19.9,27.0,0.1,Light drizzle,Open-Meteo
110,2025-10-25,22.0,30.1,0.0,Cloudy,Open-Meteo
110,2025-10-26,20.6,32.1,2.4,Light rain,Open-Meteo
111,2025-10-20,3.1,11.1,0.0,Cloudy,Open-Meteo
111,2025-10-21,3.6,12.4,0.0,Partly cloudy,Open-Meteo
111,2025-10-22,6.3,13.7,0.0,Cloudy,Open-Meteo
111,2025-10-23,7.2,13.5,0.0,Cloudy,Open-Meteo
111,2025-10-24,8.8,15.0,0.0,Cloudy,Open-Meteo
111,2025-10-25,8.3,17.3,0.0,Cloudy,Open-Meteo
111,2025-10-26,4.3,13.8,0.0,Clear,Open-Meteo
112,2025-10-20,12.9,28.3,0.0,Cloudy,Open-Meteo
112,2025-10-21,14.5,27.8,0.5,Light drizzle,Open-Meteo
112,2025-10-22,16.4,23.4,0.8,Moderate drizzle,Open-Meteo
112,2025-10-23,15.8,26.2,0.7,Light drizzle,Open-Meteo
112,2025-10-24,15.8,24.5,4.0,Light rain,Open-Meteo
112,2025-10-25,15.8,25.6,0.7,Light drizzle,Open-Meteo
112,2025-10-26,14.6,25.7,0.8,Light drizzle,Open-Meteo
